name,phone,city,state,address,zip,county,call_script,sms_script,list_link
Ariana Shores Mobile Home Park,(863) 965-4574,Auburndale,FL,116A Paradise Lane,33823,Polk,"Hi, Bradley with Tread Companies / Trailer Parks calling about Ariana Shores Mobile Home Park in Auburndale. Free marketplace for park owners — $0 listing fee, $0 success fee. Brokers take ~6%. We've operated 4,000+ spaces. Can I text the link?",Bradley @ Tread Companies / Trailer Parks re Ariana Shores Mobile Home Park (Auburndale). Free owner marketplace — $0 fees. List in 2 min: https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach,https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach
Auburndale Parks Inc,(863) 968-9313,Auburndale,FL,802 West Bridgers Avenue,33823,Polk,"Hi, Bradley with Tread Companies / Trailer Parks calling about Auburndale Parks Inc in Auburndale. Free marketplace for park owners — $0 listing fee, $0 success fee. Brokers take ~6%. We've operated 4,000+ spaces. Can I text the link?",Bradley @ Tread Companies / Trailer Parks re Auburndale Parks Inc (Auburndale). Free owner marketplace — $0 fees. List in 2 min: https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach,https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach
Central Leisure Lk Mh & Rv Pk,(863) 665-3855,Auburndale,FL,1095 Us Highway 92 W,33823,Polk,"Hi, Bradley with Tread Companies / Trailer Parks calling about Central Leisure Lk Mh & Rv Pk in Auburndale. Free marketplace for park owners — $0 listing fee, $0 success fee. Brokers take ~6%. We've operated 4,000+ spaces. Can I text the link?",Bradley @ Tread Companies / Trailer Parks re Central Leisure Lk Mh & Rv Pk (Auburndale). Free owner marketplace — $0 fees. List in 2 min: https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach,https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach
Eagle Trailer Park,(863) 688-0606,Auburndale,FL,1250 Payne Street,33823,Polk,"Hi, Bradley with Tread Companies / Trailer Parks calling about Eagle Trailer Park in Auburndale. Free marketplace for park owners — $0 listing fee, $0 success fee. Brokers take ~6%. We've operated 4,000+ spaces. Can I text the link?",Bradley @ Tread Companies / Trailer Parks re Eagle Trailer Park (Auburndale). Free owner marketplace — $0 fees. List in 2 min: https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach,https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach
Evergreen Mobile Home Estates,(863) 665-2811,Auburndale,FL,70 Avenue E,33823,Polk,"Hi, Bradley with Tread Companies / Trailer Parks calling about Evergreen Mobile Home Estates in Auburndale. Free marketplace for park owners — $0 listing fee, $0 success fee. Brokers take ~6%. We've operated 4,000+ spaces. Can I text the link?",Bradley @ Tread Companies / Trailer Parks re Evergreen Mobile Home Estates (Auburndale). Free owner marketplace — $0 fees. List in 2 min: https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach,https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach
Fish Haven Lodge,(863) 984-1183,Auburndale,FL,201 Fishhaven Road,33823,Polk,"Hi, Bradley with Tread Companies / Trailer Parks calling about Fish Haven Lodge in Auburndale. Free marketplace for park owners — $0 listing fee, $0 success fee. Brokers take ~6%. We've operated 4,000+ spaces. Can I text the link?",Bradley @ Tread Companies / Trailer Parks re Fish Haven Lodge (Auburndale). Free owner marketplace — $0 fees. List in 2 min: https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach,https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach
Happy Day Mhp,(863) 967-4298,Auburndale,FL,1311 Us Highway 92 West (Office),33823,Polk,"Hi, Bradley with Tread Companies / Trailer Parks calling about Happy Day Mhp in Auburndale. Free marketplace for park owners — $0 listing fee, $0 success fee. Brokers take ~6%. We've operated 4,000+ spaces. Can I text the link?",Bradley @ Tread Companies / Trailer Parks re Happy Day Mhp (Auburndale). Free owner marketplace — $0 fees. List in 2 min: https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach,https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach
Hidden Park,(863) 551-3583,Auburndale,FL,2218-2204 Ellie Road,33823,Polk,"Hi, Bradley with Tread Companies / Trailer Parks calling about Hidden Park in Auburndale. Free marketplace for park owners — $0 listing fee, $0 success fee. Brokers take ~6%. We've operated 4,000+ spaces. Can I text the link?",Bradley @ Tread Companies / Trailer Parks re Hidden Park (Auburndale). Free owner marketplace — $0 fees. List in 2 min: https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach,https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach
Jerico Mobile Home Park,(863) 968-9223,Auburndale,FL,Jerico Road,33823,Polk,"Hi, Bradley with Tread Companies / Trailer Parks calling about Jerico Mobile Home Park in Auburndale. Free marketplace for park owners — $0 listing fee, $0 success fee. Brokers take ~6%. We've operated 4,000+ spaces. Can I text the link?",Bradley @ Tread Companies / Trailer Parks re Jerico Mobile Home Park (Auburndale). Free owner marketplace — $0 fees. List in 2 min: https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach,https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach
Lake Blue Mobile Home Park,(863) 318-1890,Auburndale,FL,713 Rose Street 1,33823,Polk,"Hi, Bradley with Tread Companies / Trailer Parks calling about Lake Blue Mobile Home Park in Auburndale. Free marketplace for park owners — $0 listing fee, $0 success fee. Brokers take ~6%. We've operated 4,000+ spaces. Can I text the link?",Bradley @ Tread Companies / Trailer Parks re Lake Blue Mobile Home Park (Auburndale). Free owner marketplace — $0 fees. List in 2 min: https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach,https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach
Lake Dale Mobile Home Park,(863) 604-5789,Auburndale,FL,1122 Mccampbell Road,33823,Polk,"Hi, Bradley with Tread Companies / Trailer Parks calling about Lake Dale Mobile Home Park in Auburndale. Free marketplace for park owners — $0 listing fee, $0 success fee. Brokers take ~6%. We've operated 4,000+ spaces. Can I text the link?",Bradley @ Tread Companies / Trailer Parks re Lake Dale Mobile Home Park (Auburndale). Free owner marketplace — $0 fees. List in 2 min: https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach,https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach
Lake Juliana Boating & Lodging,(863) 984-1144,Auburndale,FL,600 Lundy Road,33823,Polk,"Hi, Bradley with Tread Companies / Trailer Parks calling about Lake Juliana Boating & Lodging in Auburndale. Free marketplace for park owners — $0 listing fee, $0 success fee. Brokers take ~6%. We've operated 4,000+ spaces. Can I text the link?",Bradley @ Tread Companies / Trailer Parks re Lake Juliana Boating & Lodging (Auburndale). Free owner marketplace — $0 fees. List in 2 min: https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach,https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach
Lake Juliana Landings,(863) 984-1288,Auburndale,FL,166 Juliana Boulevard,33823,Polk,"Hi, Bradley with Tread Companies / Trailer Parks calling about Lake Juliana Landings in Auburndale. Free marketplace for park owners — $0 listing fee, $0 success fee. Brokers take ~6%. We've operated 4,000+ spaces. Can I text the link?",Bradley @ Tread Companies / Trailer Parks re Lake Juliana Landings (Auburndale). Free owner marketplace — $0 fees. List in 2 min: https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach,https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach
Lake Mattie Mobile Home Park,(863) 559-1299,Auburndale,FL,563 Cone Road,33823,Polk,"Hi, Bradley with Tread Companies / Trailer Parks calling about Lake Mattie Mobile Home Park in Auburndale. Free marketplace for park owners — $0 listing fee, $0 success fee. Brokers take ~6%. We've operated 4,000+ spaces. Can I text the link?",Bradley @ Tread Companies / Trailer Parks re Lake Mattie Mobile Home Park (Auburndale). Free owner marketplace — $0 fees. List in 2 min: https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach,https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach
Midway Mobile Home Park,(863) 318-9999,Auburndale,FL,Rt 2 Box 1131 Mccampbell Road,33823,Polk,"Hi, Bradley with Tread Companies / Trailer Parks calling about Midway Mobile Home Park in Auburndale. Free marketplace for park owners — $0 listing fee, $0 success fee. Brokers take ~6%. We've operated 4,000+ spaces. Can I text the link?",Bradley @ Tread Companies / Trailer Parks re Midway Mobile Home Park (Auburndale). Free owner marketplace — $0 fees. List in 2 min: https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach,https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach
Norman Village,(863) 299-1048,Auburndale,FL,23 Tennessee Lane,33823,Polk,"Hi, Bradley with Tread Companies / Trailer Parks calling about Norman Village in Auburndale. Free marketplace for park owners — $0 listing fee, $0 success fee. Brokers take ~6%. We've operated 4,000+ spaces. Can I text the link?",Bradley @ Tread Companies / Trailer Parks re Norman Village (Auburndale). Free owner marketplace — $0 fees. List in 2 min: https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach,https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach
Palms Mobile Home Park,(813) 971-3750,Auburndale,FL,1805 Us Highway 92 W,33823,Polk,"Hi, Bradley with Tread Companies / Trailer Parks calling about Palms Mobile Home Park in Auburndale. Free marketplace for park owners — $0 listing fee, $0 success fee. Brokers take ~6%. We've operated 4,000+ spaces. Can I text the link?",Bradley @ Tread Companies / Trailer Parks re Palms Mobile Home Park (Auburndale). Free owner marketplace — $0 fees. List in 2 min: https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach,https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach
Pine Cove Mobile Home Park,(863) 551-3529,Auburndale,FL,334 Recker Highway,33823,Polk,"Hi, Bradley with Tread Companies / Trailer Parks calling about Pine Cove Mobile Home Park in Auburndale. Free marketplace for park owners — $0 listing fee, $0 success fee. Brokers take ~6%. We've operated 4,000+ spaces. Can I text the link?",Bradley @ Tread Companies / Trailer Parks re Pine Cove Mobile Home Park (Auburndale). Free owner marketplace — $0 fees. List in 2 min: https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach,https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach
Reuben Williams Mhp,(863) 967-6675,Auburndale,FL,1410 Us Highway 92 W,33823,Polk,"Hi, Bradley with Tread Companies / Trailer Parks calling about Reuben Williams Mhp in Auburndale. Free marketplace for park owners — $0 listing fee, $0 success fee. Brokers take ~6%. We've operated 4,000+ spaces. Can I text the link?",Bradley @ Tread Companies / Trailer Parks re Reuben Williams Mhp (Auburndale). Free owner marketplace — $0 fees. List in 2 min: https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach,https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach
Sam'S Mobile Home Park,(813) 760-1834,Auburndale,FL,340 Recker Highway,33823,Polk,"Hi, Bradley with Tread Companies / Trailer Parks calling about Sam'S Mobile Home Park in Auburndale. Free marketplace for park owners — $0 listing fee, $0 success fee. Brokers take ~6%. We've operated 4,000+ spaces. Can I text the link?",Bradley @ Tread Companies / Trailer Parks re Sam'S Mobile Home Park (Auburndale). Free owner marketplace — $0 fees. List in 2 min: https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach,https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach
Senate St. Mobile Home Park,(407) 247-7627,Auburndale,FL,412 1/2 Senate Street,33823,Polk,"Hi, Bradley with Tread Companies / Trailer Parks calling about Senate St. Mobile Home Park in Auburndale. Free marketplace for park owners — $0 listing fee, $0 success fee. Brokers take ~6%. We've operated 4,000+ spaces. Can I text the link?",Bradley @ Tread Companies / Trailer Parks re Senate St. Mobile Home Park (Auburndale). Free owner marketplace — $0 fees. List in 2 min: https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach,https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach
Shirah Estates,(863) 965-9300,Auburndale,FL,"2202 Shirah Road, Lot 9",33823,Polk,"Hi, Bradley with Tread Companies / Trailer Parks calling about Shirah Estates in Auburndale. Free marketplace for park owners — $0 listing fee, $0 success fee. Brokers take ~6%. We've operated 4,000+ spaces. Can I text the link?",Bradley @ Tread Companies / Trailer Parks re Shirah Estates (Auburndale). Free owner marketplace — $0 fees. List in 2 min: https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach,https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach
T & M'S Mobile Home Park,(863) 967-5766,Auburndale,FL,400 Block Lee Street,33823,Polk,"Hi, Bradley with Tread Companies / Trailer Parks calling about T & M'S Mobile Home Park in Auburndale. Free marketplace for park owners — $0 listing fee, $0 success fee. Brokers take ~6%. We've operated 4,000+ spaces. Can I text the link?",Bradley @ Tread Companies / Trailer Parks re T & M'S Mobile Home Park (Auburndale). Free owner marketplace — $0 fees. List in 2 min: https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach,https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach
The Hamptons,(305) 358-2750,Auburndale,FL,1094 Us Highway 92 W,33823,Polk,"Hi, Bradley with Tread Companies / Trailer Parks calling about The Hamptons in Auburndale. Free marketplace for park owners — $0 listing fee, $0 success fee. Brokers take ~6%. We've operated 4,000+ spaces. Can I text the link?",Bradley @ Tread Companies / Trailer Parks re The Hamptons (Auburndale). Free owner marketplace — $0 fees. List in 2 min: https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach,https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach
Tower Manor Mh Community,(863) 665-7898,Auburndale,FL,2604 Saddle Creek Road,33823,Polk,"Hi, Bradley with Tread Companies / Trailer Parks calling about Tower Manor Mh Community in Auburndale. Free marketplace for park owners — $0 listing fee, $0 success fee. Brokers take ~6%. We've operated 4,000+ spaces. Can I text the link?",Bradley @ Tread Companies / Trailer Parks re Tower Manor Mh Community (Auburndale). Free owner marketplace — $0 fees. List in 2 min: https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach,https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach
Tropical Moon Mobile Home Park,(863) 815-5408,Auburndale,FL,612 Old Dixie Highway,33823,Polk,"Hi, Bradley with Tread Companies / Trailer Parks calling about Tropical Moon Mobile Home Park in Auburndale. Free marketplace for park owners — $0 listing fee, $0 success fee. Brokers take ~6%. We've operated 4,000+ spaces. Can I text the link?",Bradley @ Tread Companies / Trailer Parks re Tropical Moon Mobile Home Park (Auburndale). Free owner marketplace — $0 fees. List in 2 min: https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach,https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach
Westside Ridge Adult Mh Comm,(863) 967-8761,Auburndale,FL,900 Berkly Road N,33823,Polk,"Hi, Bradley with Tread Companies / Trailer Parks calling about Westside Ridge Adult Mh Comm in Auburndale. Free marketplace for park owners — $0 listing fee, $0 success fee. Brokers take ~6%. We've operated 4,000+ spaces. Can I text the link?",Bradley @ Tread Companies / Trailer Parks re Westside Ridge Adult Mh Comm (Auburndale). Free owner marketplace — $0 fees. List in 2 min: https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach,https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach
