name,address,city,state,zip,phone,county,website,size,units,source
Braden Castle Park,1 Office Drive,Bradenton,FL,34208,(941) 746-7700,Manatee,,MEDIUM (51-100),94,HIFLD Open Data
Capital Mobile Home Park,5110 14Th Street W,Bradenton,FL,34207,(941) 758-4729,Manatee,,MEDIUM (51-100),94,HIFLD Open Data
Casa Del Rey Mhp,515 53Rd Avenue W,Bradenton,FL,34207,(941) 751-1658,Manatee,,MEDIUM (51-100),74,HIFLD Open Data
Chateau Village Cooperative Inc.,612 53Rd Avenue W,Bradenton,FL,34207,(941) 755-1995,Manatee,,LARGE (>100),262,HIFLD Open Data
Citrus Grove Hoa Inc.,599 301 Boulevard E,Bradenton,FL,34208,(941) 907-3934,Manatee,,LARGE (>100),135,HIFLD Open Data
Cortez Plaza Mobile Park,616 Cortez Road W,Bradenton,FL,34205,(941) 756-0906,Manatee,,MEDIUM (51-100),57,HIFLD Open Data
Country Retreat Inc,921 Faith Circle E,Bradenton,FL,34212,(941) 955-8338,Manatee,,MEDIUM (51-100),76,HIFLD Open Data
Desoto Mobile Estates,1219 51St Avenue E,Bradenton,FL,34207,(941) 756-6666,Manatee,,LARGE (>100),178,HIFLD Open Data
Gar Fair Trailer Park,3103 9Th Street W,Bradenton,FL,34205,(941) 815-2844,Manatee,,MEDIUM (51-100),54,HIFLD Open Data
Gold Tree Co-Op Inc,5707 45Th Street E,Bradenton,FL,34203,(941) 756-1875,Manatee,,LARGE (>100),295,HIFLD Open Data
Golf Lakes Mobile Estates,5050 5Th Street E,Bradenton,FL,34203,(941) 755-3322,Manatee,,LARGE (>100),780,HIFLD Open Data
Hawaiian Village Mhp,104 63Rd Avenue W,Bradenton,FL,34210,(941) 758-2377,Manatee,,LARGE (>100),265,HIFLD Open Data
J & J Mobile Home Park,6211 15Th Street E,Bradenton,FL,34203,(941) 751-6850,Manatee,,MEDIUM (51-100),81,HIFLD Open Data
J & N Mobile Home Park,1721 Cortez Road W,Bradenton,FL,34207,(941) 962-6641,Manatee,,SMALL (<50),49,HIFLD Open Data
Kington Mobile Home Park,7602 17Th Avenue W,Bradenton,FL,34209,(941) 794-2485,Manatee,,SMALL (<50),12,HIFLD Open Data
Kozy Mobile Home Park,3113 Cortez Road,Bradenton,FL,34207,(941) 739-8939,Manatee,,MEDIUM (51-100),90,HIFLD Open Data
Lloyds Trailer Park,1419 26Th Avenue W,Bradenton,FL,34205,(941) 714-0107,Manatee,,MEDIUM (51-100),64,HIFLD Open Data
Luxor Mhp Llc,5811 14Th Street W,Bradenton,FL,34207,(727) 641-9481,Manatee,,MEDIUM (51-100),66,HIFLD Open Data
M&K Mobile Park,711 30Th Avenue W,Bradenton,FL,34205,(941) 962-6060,Manatee,,SMALL (<50),17,HIFLD Open Data
Manatee Trailer Park,2204 Manatee Avenue E,Bradenton,FL,34208,(941) 744-2341,Manatee,,LARGE (>100),312,HIFLD Open Data
Mary Ann Trailer Park,3608 14Th Street W,Bradenton,FL,34205,(941) 773-4465,Manatee,,SMALL (<50),38,HIFLD Open Data
Mel Mar Village,2802 14Th Street W,Bradenton,FL,34205,(941) 746-7158,Manatee,,MEDIUM (51-100),81,HIFLD Open Data
Miles Trailer Park,2801 14Th Street W,Bradenton,FL,34205,(941) 920-3085,Manatee,,SMALL (<50),21,HIFLD Open Data
Orange Grove Mobile Home Park,2615 Cortez Road W,Bradenton,FL,34207,(941) 373-9378,Manatee,,MEDIUM (51-100),99,HIFLD Open Data
Palm Village Mobile Home Park,3528 14Th Street W,Bradenton,FL,34205,(941) 748-5224,Manatee,,LARGE (>100),145,HIFLD Open Data
Paradise Bay Estates Inc,10315 44Th Avenue W,Bradenton,FL,34210,(941) 794-1250,Manatee,,LARGE (>100),625,HIFLD Open Data
Pescara Lakes,570 57Th Avenue W,Bradenton,FL,34207,(941) 756-8702,Manatee,,LARGE (>100),288,HIFLD Open Data
Pine Haven Mobile Court,6320 14Th Street W,Bradenton,FL,34207,(941) 955-8338,Manatee,,SMALL (<50),76,HIFLD Open Data
Pioneer Trailer Park,1615 51St Avenue E,Bradenton,FL,34203,(727) 386-6479,Manatee,,SMALL (<50),37,HIFLD Open Data
Plantation Grove,4801 9Th Street E,Bradenton,FL,34203,(941) 755-2604,Manatee,,LARGE (>100),266,HIFLD Open Data
Plaza Mobile Court,3701 14Th Street W,Bradenton,FL,34205,(941) 746-3110,Manatee,,LARGE (>100),103,HIFLD Open Data
Royal Garden Estates,6904 Cortez Road W,Bradenton,FL,34210,(941) 792-7799,Manatee,,LARGE (>100),285,HIFLD Open Data
Seabreeze Mobile Estate Ltd,3901 71St Street W,Bradenton,FL,34209,(941) 792-7373,Manatee,,LARGE (>100),225,HIFLD Open Data
Southern Pines Mobile Park,925 301 Boulevard E,Bradenton,FL,34203,(941) 355-8725,Manatee,,MEDIUM (51-100),107,HIFLD Open Data
Sunny Acres Mobile Home Park,5210 14Th Street W,Bradenton,FL,34207,(904) 771-5878,Manatee,,MEDIUM (51-100),64,HIFLD Open Data
Swan Lake Village,620 57Th Avenue W,Bradenton,FL,34207,(941) 756-5409,Manatee,,LARGE (>100),234,HIFLD Open Data
Trade Winds Mobile Home Community,5917 14Th Street W,Bradenton,FL,34207,(941) 758-7080,Manatee,,LARGE (>100),118,HIFLD Open Data
Try Mor Hoa Inc,5624 14Th Street W,Bradenton,FL,34207,(941) 727-0444,Manatee,,MEDIUM (51-100),63,HIFLD Open Data
Twin Oaks Mobile Home Park,4530 9Th Street E,Bradenton,FL,34208,(941) 753-3913,Manatee,,SMALL (<50),50,HIFLD Open Data
Two Rivers Mhp,2800 Manatee Avenue E,Bradenton,FL,34208,(941) 896-9600,Manatee,,LARGE (>100),124,HIFLD Open Data
Village On The Greens,508 44Th Avenue E,Bradenton,FL,34203,(941) 755-8909,Manatee,,LARGE (>100),625,HIFLD Open Data
Vista Del Lago,801 53Rd Avenue W,Bradenton,FL,34207,(941) 755-5680,Manatee,,LARGE (>100),136,HIFLD Open Data
W T Mobile Home Inc.,3708 Manatee Avenue W,Bradenton,FL,34205,(941) 747-7709,Manatee,,SMALL (<50),34,HIFLD Open Data
Waterside Club,3301 Cortez Road W,Bradenton,FL,34207,(941) 756-7068,Manatee,,LARGE (>100),110,HIFLD Open Data
Wayside Glen Mhp,5120 14Th Street W,Bradenton,FL,34207,(941) 755-2422,Manatee,,LARGE (>100),116,HIFLD Open Data
Westwinds Village Inc,5316 53Rd Avenue E,Bradenton,FL,34203,(941) 756-7411,Manatee,,LARGE (>100),416,HIFLD Open Data
Wilhelm'S Mobile Home Park,6330 14Th Street W,Bradenton,FL,34207,(941) 755-2230,Manatee,,MEDIUM (51-100),90,HIFLD Open Data
Windmill Manor Mobile Home Pk,5320 53Rd Avenue E,Bradenton,FL,34203,(941) 756-2844,Manatee,,LARGE (>100),292,HIFLD Open Data
Pines Trailer Park,103 Church Avenue,Bradenton Beach,FL,34217,(941) 778-2654,Manatee,,MEDIUM (51-100),88,HIFLD Open Data
Sandpiper Mobile Home Park,2601 Gulf Drive N 400,Bradenton Beach,FL,34217,(941) 778-1140,Manatee,,LARGE (>100),168,HIFLD Open Data
Bone Valley Mobile Home Park,Kirkland & Railroad,Bradley,FL,33835,(863) 428-1233,Polk,,SMALL (<50),6,HIFLD Open Data
Smith'S Trailer Park,6962 Old Hwy 37 South,Bradley,FL,33835,(850) 576-2203,Polk,,SMALL (<50),6,HIFLD Open Data
Hazel C Mhp,3926 S King Avenue,Brandon,FL,33511,(813) 689-6099,Hillsborough,,SMALL (<50),10,HIFLD Open Data
Mount Carmel Ridge,113 S Mt Carmel,Brandon,FL,33511,(813) 689-3824,Hillsborough,,LARGE (>100),211,HIFLD Open Data
Water Front Village,4221 Kaplan Court,Brandon,FL,33511,(813) 986-4832,Hillsborough,,SMALL (<50),8,HIFLD Open Data
Howard'S Trailer Park,Hwy 27 & 129,Branford,FL,32008,(386) 935-1358,Suwannee,,SMALL (<50),15,HIFLD Open Data
Sandy Point Trailer Park,"29685 59Th Drive, Lot 3",Branford,FL,32008,(386) 935-3824,Suwannee,,SMALL (<50),27,HIFLD Open Data
Catawba Mobile Home Park,S R 12 N,Bristol,FL,32321,(850) 643-2311,Liberty,,SMALL (<50),15,HIFLD Open Data
Larkins Campsites,44271 Sw Fr 115,Bristol,FL,32321,(850) 670-8170,Liberty,,SMALL (<50),41,HIFLD Open Data
Riverview Rv And Mobile Home Park,12319 Nw Central Avenue,Bristol,FL,32321,(850) 643-5407,Liberty,,SMALL (<50),8,HIFLD Open Data
Whitfield Mobile Home Park,Baker & Spring Street,Bristol,FL,32321,(850) 643-2201,Liberty,,SMALL (<50),7,HIFLD Open Data
T.J. Mann Trailer Park,17833 C R 18,Brooker,FL,32622,(904) 485-1175,Bradford,,SMALL (<50),20,HIFLD Open Data
"3 Seasons Mhp, Llc","21253 Yontz Road, Lot 2",Brooksville,FL,34601,(352) 796-9740,Hernando,,MEDIUM (51-100),125,HIFLD Open Data
Big Tree Mobile Home Park,6130 Broad Street,Brooksville,FL,34601,(352) 796-4141,Hernando,,MEDIUM (51-100),95,HIFLD Open Data
Breezy Oaks,712 W Jefferson Street,Brooksville,FL,34601,(352) 585-8014,Hernando,,SMALL (<50),29,HIFLD Open Data
Clover Leaf Farms,900 N Broad Street,Brooksville,FL,34601,(312) 279-1688,Hernando,,LARGE (>100),780,HIFLD Open Data
Countryside Estates,7001 Tall Oaks Lane,Brooksville,FL,34601,(352) 799-3932,Hernando,,MEDIUM (51-100),70,HIFLD Open Data
Countryside Village Mhp,9063 Gettie Drive,Brooksville,FL,34613,(352) 596-5086,Hernando,,MEDIUM (51-100),82,HIFLD Open Data
Hhrjml Llc,6819 Hope Hill Road,Brooksville,FL,34601,(352) 585-2021,Hernando,,SMALL (<50),9,HIFLD Open Data
Hickory Grove Mobile Home Park,1305 Howell Avenue,Brooksville,FL,34601,(813) 679-1981,Hernando,,SMALL (<50),18,HIFLD Open Data
Istachatta Mobile Home Park,"28065 Freewalt Street, Lot 23",Brooksville,FL,34601,(352) 799-0522,Hernando,,SMALL (<50),25,HIFLD Open Data
Morse'S Meadows Mobile Home Park,925 Ponce Deleon Boulevard,Brooksville,FL,34601,(352) 848-0444,Hernando,,SMALL (<50),,HIFLD Open Data
Oaks Mobile Home Park,626 S Broad Street,Brooksville,FL,34601,(352) 796-2322,Hernando,,SMALL (<50),70,HIFLD Open Data
Plantation Mobile Home Park Llc,6535 Broad Street,Brooksville,FL,34601,(352) 796-1451,Hernando,,SMALL (<50),,HIFLD Open Data
Pleasant Acres,20245 Ganz Drive,Brooksville,FL,34601,(352) 238-0589,Hernando,,SMALL (<50),7,HIFLD Open Data
Sand Gardens,16486 Pointview Road,Brooksville,FL,34601,(240) 490-1141,Hernando,,SMALL (<50),15,HIFLD Open Data
Skyview Acres Mobile Home Park,5025 Emerson Road,Brooksville,FL,34601,(813) 679-1981,Hernando,,SMALL (<50),10,HIFLD Open Data
Southway Villa Mobile Home Park,7070 Daffodil Drive,Brooksville,FL,34601,(352) 796-6360,Hernando,,LARGE (>100),281,HIFLD Open Data
Tall Oaks Village Park,11811 Broad Street 35,Brooksville,FL,34601,(352) 345-4503,Hernando,,SMALL (<50),,HIFLD Open Data
Weeki Wachee North Mhp,10401 Amity Avenue,Brooksville,FL,34614,(352) 596-0300,Hernando,,LARGE (>100),180,HIFLD Open Data
Wesleyan Bible Conference Association,8225 Wesley Drive,Brooksville,FL,34601,(352) 799-1644,Hernando,,LARGE (>100),101,HIFLD Open Data
Sun Glo Mobile Home Park,1949 County Highway 81 S,Bruce,FL,32455,(850) 865-9055,Walton,,SMALL (<50),,HIFLD Open Data
Capri Mobile Home Park,3701 E Moody Boulevard,Bunnell,FL,32110,(386) 538-5024,Flagler,,SMALL (<50),11,HIFLD Open Data
Palm Terrace Mobile Manor,2250-16 Old Moody Boulevard,Bunnell,FL,32110,(386) 437-3828,Flagler,,LARGE (>100),132,HIFLD Open Data
Pine Forest Mhc Inc.,1 Pine Forest Boulevard,Bunnell,FL,32110,(386) 437-1204,Flagler,,MEDIUM (51-100),95,HIFLD Open Data
Ponderosa Trailer Park,5873 S Us 1,Bunnell,FL,32110,(386) 446-3695,Flagler,,SMALL (<50),17,HIFLD Open Data
Greenbriar Mobile Home Park,632 Se 67Th Avenue,Bushnell,FL,33513,(352) 603-0874,Sumter,,SMALL (<50),,HIFLD Open Data
Isleworth,6730 Sw 22Nd Way,Bushnell,FL,33513,(352) 330-1902,Sumter,,SMALL (<50),24,HIFLD Open Data
Oak Tree Circle Mobile Home Park,6012 State 471 Road,Bushnell,FL,33513,(352) 538-1503,Sumter,,SMALL (<50),24,HIFLD Open Data
Parker'S Mobile Home Park,6750 W C-48,Bushnell,FL,33513,(352) 726-4003,Sumter,,SMALL (<50),,HIFLD Open Data
Sumter Enterprises Rv & Mh Park,7961 Cr 647,Bushnell,FL,33513,(352) 793-5179,Sumter,,LARGE (>100),15,HIFLD Open Data
Sumter Gardens Trailer Park,133 Sw 59Th Lane,Bushnell,FL,33513,(352) 793-7340,Sumter,,SMALL (<50),13,HIFLD Open Data
The Refuge At Jumper Creek Inc,4912 Se 7Th Drive,Bushnell,FL,33513,(352) 568-8400,Sumter,,SMALL (<50),13,HIFLD Open Data
Tranquility Mhp Llc,1895 W C-48,Bushnell,FL,33513,(352) 302-1867,Sumter,,LARGE (>100),25,HIFLD Open Data
Wynnhaven On The Withlacoochee Llc,8271 W C-48,Bushnell,FL,33513,(813) 294-1927,Sumter,,SMALL (<50),47,HIFLD Open Data
Howard'S Trailer Park,45003 Vera Avenue,Callahan,FL,32011,(904) 879-2042,Nassau,,SMALL (<50),19,HIFLD Open Data
Pinetree Trailer Park,45073 Cato Way,Callahan,FL,32011,(904) 879-3627,Nassau,,SMALL (<50),,HIFLD Open Data
Whispering Pines Mobile Home Park,54040 Penny Lane,Callahan,FL,32011,(904) 759-4048,Nassau,,SMALL (<50),18,HIFLD Open Data
Brooks Rentals,201 Rocky Avenue,Cantonment,FL,32533,(850) 516-1446,Escambia,,SMALL (<50),5,HIFLD Open Data
Country Living,2225 Old Chemstrand Road,Cantonment,FL,32533,(850) 291-8748,Escambia,,SMALL (<50),12,HIFLD Open Data
Country Manor Mobile Home Park,707 Eden Lane,Cantonment,FL,32533,(850) 968-2506,Escambia,,SMALL (<50),12,HIFLD Open Data
Day'S Mobile Home Park,3550 Pine Forest Road,Cantonment,FL,32533,(850) 587-2135,Escambia,,SMALL (<50),25,HIFLD Open Data
Hot Rods Mobile Home Park,3126 Pine Forest Road,Cantonment,FL,32533,(850) 477-2601,Escambia,,SMALL (<50),5,HIFLD Open Data
New Haven Road Mobile Home Park,1240 New Haven Road,Cantonment,FL,32533,(850) 485-1466,Escambia,,SMALL (<50),6,HIFLD Open Data
Pine Forest Mobile Home Park,2866 Pine Forest Road,Cantonment,FL,32533,(850) 712-3937,Escambia,,SMALL (<50),7,HIFLD Open Data
Tate School Road Mobile Home Park,1348 Tate School Road,Cantonment,FL,32533,(850) 678-6006,Escambia,,SMALL (<50),17,HIFLD Open Data
Weekley Mobile Home Park,3391 Wild Turkey Road,Cantonment,FL,32533,(850) 968-2506,Escambia,,SMALL (<50),12,HIFLD Open Data
Cape Canaveral Trailer Village,8515 Atlantic Avenue N,Cape Canaveral,FL,32920,(321) 783-7381,Brevard,,SMALL (<50),,HIFLD Open Data
Cocoa Palms Mhpk,6815 Atlantic Avenue N,Cape Canaveral,FL,32920,(321) 432-4754,Brevard,,MEDIUM (51-100),97,HIFLD Open Data
Hitching Post Tr Pk,103 Hitching Post Road,Cape Canaveral,FL,32920,(321) 783-2503,Brevard,,MEDIUM (51-100),100,HIFLD Open Data
Oak Manor Mhpk,8705 Atlantic Avenue N,Cape Canaveral,FL,32920,(321) 508-6428,Brevard,,SMALL (<50),33,HIFLD Open Data
Port Canaveral Tr Pk,8911 Atlantic Avenue N,Cape Canaveral,FL,32920,(321) 543-2936,Brevard,,MEDIUM (51-100),48,HIFLD Open Data
Sand Dollar Tr Pk,8491 Atlantic Avenue N,Cape Canaveral,FL,32920,(321) 784-1596,Brevard,,SMALL (<50),13,HIFLD Open Data
Southgate Mobile Homes,8817 Atlantic Avenue N,Cape Canaveral,FL,32920,(321) 783-0856,Brevard,,MEDIUM (51-100),94,HIFLD Open Data
Coralwood Village Mhp,419 Sw Pine Island Road,Cape Coral,FL,33991,(239) 574-4945,Lee,,MEDIUM (51-100),53,HIFLD Open Data
Camellia Circle Trailer Park,4316 Camellia Circle Drive,Caryville,FL,32427,(850) 326-0231,Washington,,SMALL (<50),17,HIFLD Open Data
Cpi Lake Kathryn Estates Llc,999 Mango,Casselberry,FL,32707,(407) 699-8988,Seminole,,LARGE (>100),633,HIFLD Open Data
Helen Street Mhp (South),1091 Helen Street,Casselberry,FL,32707,(407) 695-0114,Seminole,,SMALL (<50),38,HIFLD Open Data
Helen Street Mobile Home Park,1135 Helen Street E,Casselberry,FL,32708,(407) 695-0114,Seminole,,SMALL (<50),60,HIFLD Open Data
Sherwood Forest Mobile Home Park,7Th St,Casselberry,FL,32707,(407) 695-0114,Seminole,,MEDIUM (51-100),57,HIFLD Open Data
Gilmore'S Place,5851 Hwy 4,Century,FL,32535,(850) 291-8203,Escambia,,SMALL (<50),6,HIFLD Open Data
Ivey Street Mobile Home Park Llc,9520 Ivey Street,Century,FL,32535,(850) 256-4829,Escambia,,SMALL (<50),9,HIFLD Open Data
Ken'S Trailer Park,6831 N Century Boulevard,Century,FL,32535,(850) 256-1860,Escambia,,SMALL (<50),,HIFLD Open Data
Odom'S Mobile Home Park,9451 Old Flomaton Road,Century,FL,32535,(850) 256-2999,Escambia,,SMALL (<50),8,HIFLD Open Data
Eastside Mobile Home Park,42 Betty Jean Court,Chattahoochee,FL,32324,(850) 663-4944,Gadsden,,SMALL (<50),13,HIFLD Open Data
Palsgraaf Mobile Home Park,9 E Marion Street,Chattahoochee,FL,32324,(206) 853-3053,Gadsden,,SMALL (<50),11,HIFLD Open Data
Manatee Springs Mobile Home Park,12570 Nw 82Nd Court,Chiefland,FL,32626,(727) 422-2739,Levy,,SMALL (<50),12,HIFLD Open Data
Manatee Springs State Park,11650 Nw 115 Street,Chiefland,FL,32626,(352) 493-6072,Levy,,LARGE (>100),,HIFLD Open Data
Oak Villa Mobile Home Park,6551 Nw 135Th Lane,Chiefland,FL,32626,(352) 493-0689,Levy,,SMALL (<50),8,HIFLD Open Data
Park Blevins,3550 Nw 120Th Street,Chiefland,FL,32626,(352) 493-7583,Levy,,SMALL (<50),14,HIFLD Open Data
Diamondhead Fish Camp,4301 Diamondhead Circle,Chipley,FL,32428,(850) 326-6302,Washington,,SMALL (<50),5,HIFLD Open Data
G & J Trailer Park,724 Sparkleberry Circle,Chipley,FL,32428,(850) 638-4466,Washington,,SMALL (<50),8,HIFLD Open Data
Pinehurst Mobile Home Park,865 Jelly Bean Lane,Chipley,FL,32428,(904) 638-4640,Washington,,SMALL (<50),9,HIFLD Open Data
Rosie Lane Village,876 Melody Lane,Chipley,FL,32428,(904) 638-1073,Washington,,SMALL (<50),10,HIFLD Open Data
Southwood Mobile Home Park,1188 1St Avenue,Chipley,FL,32428,(850) 638-1124,Washington,,SMALL (<50),8,HIFLD Open Data
Stream View Park,1St St & Coleman Ave,Chipley,FL,32428,(850) 763-3320,Washington,,SMALL (<50),17,HIFLD Open Data
Buttonwood Mobile Home Park,1165 Rewis Drive,Chokoloskee,FL,34138,(239) 695-3450,Collier,,SMALL (<50),9,HIFLD Open Data
Chokoloskee Island Park,1150 Hamilton Lane,Chokoloskee,FL,34138,(239) 695-2414,Collier,,SMALL (<50),33,HIFLD Open Data
Happy Trails Mhp,13200 Ne Jacksonville Road,Citra,FL,32113,(305) 525-8843,Marion,,SMALL (<50),6,HIFLD Open Data
South Shore Fish Camp M H P,18501 Nw 3 Avenue,Citra,FL,32113,(352) 595-4241,Marion,,SMALL (<50),,HIFLD Open Data
Cedar Oaks Mobile Home Park,10459 Nw Cr 287-A,Clarksville,FL,32430,(850) 674-4690,Calhoun,,SMALL (<50),8,HIFLD Open Data
Clarksville Mobile Home Park,17575 Nw Cr 287,Clarksville,FL,32430,(850) 674-3980,Calhoun,,SMALL (<50),5,HIFLD Open Data
Alcove Park For Mobile Homes,"1600 Old Coachman Road, Lot 217",Clearwater,FL,33765,(727) 797-5438,Pinellas,,MEDIUM (51-100),98,HIFLD Open Data
Bay Aristocrat Village,18675 Us 19 N,Clearwater,FL,33764,(727) 531-4906,Pinellas,,LARGE (>100),361,HIFLD Open Data
Bay Breeze Trailer Park,2975 Gulf To Bay Boulevard,Clearwater,FL,33759,(727) 796-2175,Pinellas,,MEDIUM (51-100),81,HIFLD Open Data
Belle Haven Mobile Park,"27554 Us 19 N, Lot 74",Clearwater,FL,33761,(727) 796-1450,Pinellas,,MEDIUM (51-100),65,HIFLD Open Data
Belmont Trailer Park,901 Belleair Road,Clearwater,FL,33756,(727) 386-6479,Pinellas,,SMALL (<50),36,HIFLD Open Data
Blue Horizon Mhp,5145 E Bay Drive,Clearwater,FL,33764,(727) 595-7644,Pinellas,,MEDIUM (51-100),,HIFLD Open Data
Boulevard Estates I,2266 Gulf To Bay Boulevard,Clearwater,FL,33765,(386) 414-1083,Pinellas,,LARGE (>100),169,HIFLD Open Data
Boulevard Estates Ii,2236 Gulf To Bay Boulevard,Clearwater,FL,33765,(386) 414-1083,Pinellas,,LARGE (>100),118,HIFLD Open Data
Braginton Oaks Mhp,605 Braginton Street,Clearwater,FL,33756,(727) 657-3722,Pinellas,,SMALL (<50),10,HIFLD Open Data
Capri Mobile Home Park,24195 Us 19 N,Clearwater,FL,33763,(727) 504-9838,Pinellas,,LARGE (>100),111,HIFLD Open Data
Clearwater Trailer City,1650 Clearwater Largo Road,Clearwater,FL,33756,(727) 584-1361,Pinellas,,LARGE (>100),150,HIFLD Open Data
Coach Mobile Home Park,2491 Nursery Road,Clearwater,FL,33764,(727) 501-9928,Pinellas,,SMALL (<50),51,HIFLD Open Data
Country Park Co-Op,"2331 Belleair Road, Suite E",Clearwater,FL,33764,(727) 478-4909,Pinellas,,LARGE (>100),130,HIFLD Open Data
Countryside Estates,"27466 Us 19 N, Lot 1",Clearwater,FL,33761,(727) 796-8934,Pinellas,,MEDIUM (51-100),103,HIFLD Open Data
Donovan'S Park Cooperative Inc,"16940 Us 19 N, Suite 401",Clearwater,FL,33764,(727) 531-3265,Pinellas,,MEDIUM (51-100),153,HIFLD Open Data
Doral Village,29250 Us 19 N,Clearwater,FL,33761,(727) 784-2179,Pinellas,,LARGE (>100),550,HIFLD Open Data
Embassy Mobile Park Inc,16416 Us 19 N,Clearwater,FL,33764,(727) 531-5386,Pinellas,,LARGE (>100),449,HIFLD Open Data
Far Horizons Mhp Llc,2580 Nursery Road,Clearwater,FL,33764,(727) 524-2427,Pinellas,,MEDIUM (51-100),88,HIFLD Open Data
Glen Ellen Mhp,2882 Gulf To Bay Boulevard,Clearwater,FL,33759,(727) 581-2752,Pinellas,,LARGE (>100),106,HIFLD Open Data
Gulf Breeze Mhp,512 Braginton Street,Clearwater,FL,33756,(727) 559-8644,Pinellas,,SMALL (<50),49,HIFLD Open Data
Gulf To Bay Mhp,2381 Gulf To Bay Boulevard,Clearwater,FL,33765,(727) 639-7428,Pinellas,,MEDIUM (51-100),71,HIFLD Open Data
Happy Trails Mhp,2261 Gulf To Bay Boulevard,Clearwater,FL,33764,(727) 724-9165,Pinellas,,MEDIUM (51-100),84,HIFLD Open Data
High Point Village Mhp,"6030 150Th Avenue N, Lot 43",Clearwater,FL,33760,(727) 536-1847,Pinellas,,LARGE (>100),114,HIFLD Open Data
Hillcrest Mhp,2346 Druid Road,Clearwater,FL,33764,(727) 797-5432,Pinellas,,LARGE (>100),279,HIFLD Open Data
Hillside Mhp,123 Mcmullen Booth Road,Clearwater,FL,33759,(727) 330-7807,Pinellas,,MEDIUM (51-100),68,HIFLD Open Data
Holiday Ranch Mhp,4300 E Bay Drive,Clearwater,FL,33764,(312) 279-1464,Pinellas,,LARGE (>100),150,HIFLD Open Data
Island In The Sun Mhp Llc,100 Hampton Road,Clearwater,FL,33759,(727) 796-0500,Pinellas,,LARGE (>100),320,HIFLD Open Data
Japanese Gardens Mobile,19709 Us 19 N,Clearwater,FL,33764,(727) 531-4476,Pinellas,,LARGE (>100),368,HIFLD Open Data
Kakusha Mhp,1654 Clearwater Largo Road,Clearwater,FL,33756,(727) 584-0675,Pinellas,,LARGE (>100),,HIFLD Open Data
La Plaza Mobile Home Park,6700 150Th Avenue N,Clearwater,FL,33764,(727) 531-3000,Pinellas,,LARGE (>100),335,HIFLD Open Data
Mariners Cove Mhp,5796 Ulmerton Road,Clearwater,FL,33760,(727) 531-5288,Pinellas,,MEDIUM (51-100),96,HIFLD Open Data
New Ranch Trailer Park,2291 Gulf To Bay,Clearwater,FL,33765,(727) 797-6513,Pinellas,,LARGE (>100),111,HIFLD Open Data
Parkwood Estates,2900 Gulf To Bay Boulevard,Clearwater,FL,33759,(727) 724-8511,Pinellas,,LARGE (>100),93,HIFLD Open Data
Plaza Pines Mhp,1280 Lakeview Road,Clearwater,FL,33756,(727) 478-5944,Pinellas,,LARGE (>100),113,HIFLD Open Data
Regency Heights Co-Op Inc,2550 Sr 580,Clearwater,FL,33761,(727) 796-1364,Pinellas,,LARGE (>100),392,HIFLD Open Data
Riviera Estates Mhp,29141 Us 19 N,Clearwater,FL,33761,(727) 366-2459,Pinellas,,LARGE (>100),171,HIFLD Open Data
Roosevelt Manor,5250 Roosevelt Boulevard,Clearwater,FL,33760,(727) 539-7684,Pinellas,,MEDIUM (51-100),33,HIFLD Open Data
Satellite Bay Mobile Park,6250 Roosevelt Boulevard,Clearwater,FL,33760,(248) 626-0737,Pinellas,,MEDIUM (51-100),83,HIFLD Open Data
Serendipity Roc Inc,"29081 Us 19 N, Lot 400",Clearwater,FL,33761,(727) 784-2675,Pinellas,,LARGE (>100),420,HIFLD Open Data
Shady Lane Oaks,15777 Bolesta Road,Clearwater,FL,33760,(727) 531-3118,Pinellas,,LARGE (>100),250,HIFLD Open Data
Shady Lane Village,15666 49Th Street N,Clearwater,FL,33760,(727) 531-3118,Pinellas,,LARGE (>100),156,HIFLD Open Data
Silk Oak Mhp,28488 Us 19 N,Clearwater,FL,33761,(727) 531-5589,Pinellas,,LARGE (>100),182,HIFLD Open Data
